student_id,faculty,attendance_rate,gpa_sem1,weekly_lms_hours,quiz_avg_score,late_assignments,is_at_risk
STD_0929,FTMM,90.2,2.41,5.9,66.9,0,0
STD_0930,FST,88.7,3.48,9.0,85.4,1,0
STD_0931,FH,91.5,3.07,15.6,90.1,1,0
STD_0932,FTMM,85.2,2.82,19.8,62.3,1,0
STD_0933,FISIP,72.8,3.18,28.5,81.3,3,0
STD_0934,FISIP,88.5,3.57,8.7,80.6,0,0
STD_0935,FST,92.5,3.35,19.5,86.9,1,0
STD_0936,FH,77.7,2.66,7.7,63.2,2,1
STD_0937,FST,76.1,3.47,7.7,76.3,0,0
STD_0938,FTMM,61.8,2.78,17.8,76.1,5,1
STD_0939,FISIP,90.4,3.21,12.5,70.2,0,0
STD_0940,FEB,41.5,2.95,7.0,57.7,0,1
STD_0941,FST,74.3,2.99,9.4,65.7,5,1
STD_0942,FEB,63.6,3.48,9.0,84.6,4,0
STD_0943,FEB,81.7,2.58,13.2,72.7,0,0
STD_0944,FISIP,72.9,4.0,11.6,90.9,5,0
STD_0945,FST,62.9,2.19,31.6,64.3,2,0
STD_0946,FEB,74.6,2.8,5.9,55.2,2,1
STD_0947,FTMM,73.6,3.29,9.2,72.2,2,0
STD_0948,FH,86.7,3.39,10.7,75.5,2,0
STD_0949,FH,84.4,3.05,10.3,70.1,0,0
STD_0950,FISIP,92.7,3.07,8.4,72.1,0,0
STD_0951,FST,70.3,3.31,14.4,81.6,4,0
STD_0952,FST,79.5,2.98,18.4,66.1,2,1
STD_0953,FH,82.3,3.8,24.3,87.0,2,0
STD_0954,FTMM,61.8,3.52,16.9,80.0,2,0
STD_0955,FH,94.9,3.54,18.5,73.3,1,0
STD_0956,FH,80.1,2.62,10.0,61.4,1,0
STD_0957,FST,88.4,3.06,16.6,70.1,0,0
STD_0958,FEB,81.0,2.95,8.1,67.7,2,0
STD_0959,FTMM,39.7,2.6,8.2,62.2,1,1
STD_0960,FST,92.2,3.28,8.8,76.2,0,0
STD_0961,FH,68.7,2.83,9.4,63.2,6,1
STD_0962,FEB,93.8,3.43,8.9,88.7,1,0
STD_0963,FTMM,79.9,2.56,24.7,51.9,1,0
STD_0964,FISIP,91.4,3.96,10.2,83.4,0,0
STD_0965,FTMM,98.4,2.65,5.9,85.3,2,0
STD_0966,FTMM,70.8,3.21,10.9,65.9,2,1
STD_0967,FH,78.5,3.5,7.3,69.1,0,0
STD_0968,FH,81.0,2.81,6.3,72.2,2,0
STD_0969,FISIP,80.6,3.53,8.5,63.9,1,0
STD_0970,FISIP,59.0,2.49,8.7,57.8,4,1
STD_0971,FISIP,83.3,3.83,11.1,100.0,0,0
STD_0972,FST,79.6,3.11,15.9,59.8,1,0
STD_0973,FST,82.6,2.8,13.7,50.2,1,0
STD_0974,FH,93.1,2.95,9.2,57.0,1,0
STD_0975,FH,76.9,3.5,9.4,87.3,0,0
STD_0976,FISIP,67.9,2.81,7.9,75.2,2,1
STD_0977,FST,99.1,2.73,14.4,60.4,0,0
STD_0978,FEB,48.3,2.99,6.3,75.3,4,1
STD_0979,FST,90.3,2.51,5.1,71.4,1,1
STD_0980,FH,82.2,4.0,17.5,100.0,0,0
STD_0981,FST,92.4,2.82,9.5,64.4,0,1
STD_0982,FH,91.3,3.52,7.9,61.9,1,0
STD_0983,FISIP,63.6,3.2,8.0,67.5,2,0
STD_0984,FISIP,83.8,2.61,21.4,58.7,1,1
STD_0985,FISIP,72.1,3.1,18.0,69.9,3,0
STD_0986,FEB,50.5,3.49,14.4,78.3,2,1
STD_0987,FEB,64.5,3.01,10.0,79.1,1,0
STD_0988,FH,82.2,3.7,11.8,94.1,0,0
STD_0989,FTMM,89.4,3.61,29.4,80.8,1,0
STD_0990,FEB,84.5,3.56,27.4,90.0,2,0
STD_0991,FH,67.7,2.87,7.2,70.3,4,1
STD_0992,FST,59.7,2.56,15.1,61.7,0,0
STD_0993,FISIP,65.4,2.79,6.9,73.1,4,1
STD_0994,FISIP,88.3,3.2,7.8,74.5,0,0
STD_0995,FISIP,96.0,3.37,13.5,93.9,1,0
STD_0996,FH,93.3,2.01,7.1,38.8,0,1
STD_0997,FISIP,89.6,3.1,22.3,67.8,1,0
STD_0998,FEB,79.2,3.18,6.9,72.6,0,0
STD_0999,FST,97.4,2.96,10.2,72.7,0,0
STD_1000,FISIP,57.2,3.75,22.5,95.1,5,0
